lab_code,mortality_id,field_code,smu_format,pathology_num,date_found,site,sex,estimated_age,length_cm,weight_kg,preservation_code,category,broad_category,cancer,digestive_cancer,mammary_cancer
Bel01209,235,DL2015-03,DL-15-003,P1864-15,17-07-2015,Sainte-Flavie,F,21,335,530,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01210,235,DL2015-03,DL-15-003,P1864-15,17-07-2015,Sainte-Flavie,F,21,335,530,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01211,236,DL2015-04,DL-15-004,P1931-15,25-07-2015,"Longue Rive",F,33,354,823,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01212,236,DL2015-04,DL-15-004,P1931-15,25-07-2015,"Longue Rive",F,33,354,823,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01213,237,DL2015-05,DL-15-005,P1961-15,29-07-2015,Sainte-Flavie,F,0,147,50,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01214,237,DL2015-05,DL-15-005,P1961-15,29-07-2015,Sainte-Flavie,F,0,147,50,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01215,238,DL2015-06,DL-15-006,P2145-15,18-08-2015,"Les Escoumins",F,33,371,720,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01216,238,DL2015-06,DL-15-006,P2145-15,18-08-2015,"Les Escoumins",F,33,371,720,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01239,240,DL2016-01,DL-16-001,P1688-16,28-05-2016,"Les Escoumins",F,15,326,489,2,Undetermined,Undetermined,0,0,0
Bel01240,240,DL2016-01,DL-16-001,P1688-16,28-05-2016,"Les Escoumins",F,15,326,489,2,Undetermined,Undetermined,0,0,0
Bel01241,241,DL2016-02,DL-16-002,P2017-16,28-06-2016,Sainte-Flavie,F,18,352,575,3,Toxoplasmosis,Infectious,0,0,0
Bel01242,241,DL2016-02,DL-16-002,P2017-16,28-06-2016,Sainte-Flavie,F,18,352,575,3,Toxoplasmosis,Infectious,0,0,0
Bel01243,242,DL2016-03,DL-16-003,P2442-16,05-08-2016,Pointe-au-Père,F,0,161,59,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01244,242,DL2016-03,DL-16-003,P2442-16,05-08-2016,Pointe-au-Père,F,0,161,59,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01245,243,DL2016-04,DL-16-004,P2881-16,13-09-2016,Trois-Pistoles,F,39,379,691,3,Undetermined,Undetermined,0,0,0
Bel01246,243,DL2016-04,DL-16-004,P2881-16,13-09-2016,Trois-Pistoles,F,39,379,691,3,Undetermined,Undetermined,0,0,0
Bel01298,245,DL2017-01,DL-17-001,P1651-17,20-05-2017,"Île aux Basques ",F,53,363,690,2,"Infectious - undetermined",Infectious,0,0,0
Bel01299,245,DL2017-01,DL-17-001,P1651-17,20-05-2017,"Île aux Basques ",F,53,363,690,2,"Infectious - undetermined",Infectious,0,0,0
Bel01300,246,DL2017-02,DL-17-002,P3026-17,09-09-2017,Baie-des-Sables,M,36,480,1275,3.5,"Infectious - parasite",Infectious,0,0,0
Bel01301,246,DL2017-02,DL-17-002,P3026-17,09-09-2017,Baie-des-Sables,M,36,480,1275,3.5,"Infectious - parasite",Infectious,0,0,0
Bel01302,247,DL2017-03,DL-17-003,P3164-17,19-09-2017,"Rivière Ouelle",F,43,388,680,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01303,247,DL2017-03,DL-17-003,P3164-17,19-09-2017,"Rivière Ouelle",F,43,388,680,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01304,248,DL2017-04,DL-17-004,P3548-17,23-10-2017,Saint-Ulric,F,45,398,649,2,Inanition,Inanition,0,0,0
Bel01305,248,DL2017-04,DL-17-004,P3548-17,23-10-2017,Saint-Ulric,F,45,398,649,2,Inanition,Inanition,0,0,0
Bel01306,249,DL2017-05,DL-17-005,P4029-17,28-11-2017,Saint-Ulric,M,7,294,400,2,"Infectious - bactérien",Infectious,0,0,0
Bel01307,249,DL2017-05,DL-17-005,P4029-17,28-11-2017,Saint-Ulric,M,7,294,400,2,"Infectious - bactérien",Infectious,0,0,0
Bel01308,251,DL2017-07,DL-17-007,P368-18,01-08-2017,"Grand Métis",M,0,158.5,50,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01309,251,DL2017-07,DL-17-007,P368-18,01-08-2017,"Grand Métis",M,0,158.5,50,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01310,251,DL2017-07,DL-17-007,P368-18,01-08-2017,"Grand Métis",M,0,158.5,50,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01357,252,DL2018-01,DL2018-001,P1742-18,20-05-2018,"Ile Verte",F,47,368,685,2,"Intraspecific trauma","Social interaction",0,0,0
Bel01358,252,DL2018-01,DL2018-001,P1742-18,20-05-2018,"Ile Verte",F,47,368,685,2,"Intraspecific trauma","Social interaction",0,0,0
Bel01359,253,DL2018-02,DL2018-002,P2286-18,10-07-2018,"Petit Matane",F,18,374,630,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01360,253,DL2018-02,DL2018-002,P2286-18,10-07-2018,"Petit Matane",F,18,374,630,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01361,254,DL2018-03,DL2018-003,P2400-18,22-07-2018,"Le Bic",F,36,368,775,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01362,254,DL2018-03,DL2018-003,P2400-18,22-07-2018,"Le Bic",F,36,368,775,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01616,255,DL2018-04,DL2018-004,P2462-18,29-07-2018,"Baie Sainte-Marguerite",F,45,363,633,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel01376,256,DL2019-01,DL2019-001,P1299-19,08-04-2019,Baie-des-Sables,F,5,284,370,2.5,Undetermined,Undetermined,0,0,0
Bel01377,256,DL2019-01,DL2019-001,P1299-19,08-04-2019,Baie-des-Sables,F,5,284,370,2.5,Undetermined,Undetermined,0,0,0
Bel01378,257,DL2019-02,DL2019-002,P1751-19,13-05-2019,Rimouski,M,1,209,194,2,"Infectious - bacterial",Infectious,0,0,0
Bel01379,257,DL2019-02,DL2019-002,P1751-19,13-05-2019,Rimouski,M,1,209,194,2,"Infectious - bacterial",Infectious,0,0,0
Bel01380,258,DL2019-03,DL2019-003,P2194-19,19-06-2019,Saint-Ulric,M,0,494,1227,4,Trauma,"Antropogenic causes",0,0,0
Bel01381,258,DL2019-03,DL2019-003,P2194-19,19-06-2019,Saint-Ulric,M,0,494,1227,4,Trauma,"Antropogenic causes",0,0,0
Bel01382,259,DL2019-04,DL2019-004,P2342-19,04-07-2019,Sainte-Flavie,F,33,398,940,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01383,259,DL2019-04,DL2019-004,P2342-19,04-07-2019,Sainte-Flavie,F,33,398,940,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01384,260,DL2019-05,DL2019-005,P2491-19,16-07-2019,Grosse-Roches,F,21,358,720,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01385,260,DL2019-05,DL2019-005,P2491-19,16-07-2019,Grosse-Roches,F,21,358,720,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01386,261,DL2019-06,DL2019-006,P2712-19,01-08-2019,Rivière-du-loup,F,46,378,700,2.5,Undetermined,Undetermined,0,0,0
Bel01387,261,DL2019-06,DL2019-006,P2712-19,01-08-2019,Rivière-du-loup,F,46,378,700,2.5,Undetermined,Undetermined,0,0,0
Bel01388,262,DL2019-07,DL2019-007,P640-20,06-08-2019,"Les Méchins",F,0,156,43,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01389,262,DL2019-07,DL2019-007,P640-20,06-08-2019,"Les Méchins",F,0,156,43,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01390,263,DL2019-08,DL2019-008,P4485-19,17-10-2019,Matane,F,30,366,670,2.5,Undetermined,Undetermined,0,0,0
Bel01391,263,DL2019-08,DL2019-008,P4485-19,17-10-2019,Matane,F,30,366,670,2.5,Undetermined,Undetermined,0,0,0
Bel01392,264,DL2019-09,DL2019-009,P3950-19,09-11-2019,Cacouna,F,28,388,790,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01393,264,DL2019-09,DL2019-009,P3950-19,09-11-2019,Cacouna,F,28,388,790,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01530,265,DL2020-01,DL2020-001,P2226-20,23-05-2020,Matane,F,0,148,31,3,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01531,265,DL2020-01,DL2020-001,P2226-20,23-05-2020,Matane,F,0,148,31,3,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01532,266,DL2020-02,DL2020-002,P1727-20,2020-06-20,Sainte-Anne-des-Monts,M,48,460,992,3,Undetermined,Undetermined,0,0,0
Bel01533,266,DL2020-02,DL2020-002,P1727-20,2020-06-20,Sainte-Anne-des-Monts,M,48,460,992,3,Undetermined,Undetermined,0,0,0
Bel01534,267,DL2020-03,DL2020-003,P1916-20,08-07-2020,Escoumins,F,32,340,405,2.5,Inanition,Inanition,0,0,0
Bel01535,267,DL2020-03,DL2020-003,P1916-20,08-07-2020,Escoumins,F,32,340,405,2.5,Inanition,Inanition,0,0,0
Bel01536,268,DL2020-04,DL2020-004,P2158-20,31-07-2020,"Rivière Ouelle",F,0,148,0,4,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01537,268,DL2020-04,DL2020-004,P2158-20,31-07-2020,"Rivière Ouelle",F,0,148,0,4,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01538,269,DL2020-05,DL2020-005,P2121-20,2020-08-01,"Les Méchins",F,68,402,496,4,Undetermined,Undetermined,0,0,0
Bel01539,269,DL2020-05,DL2020-005,P2121-20,2020-08-01,"Les Méchins",F,68,402,496,4,Undetermined,Undetermined,0,0,0
Bel01540,270,DL2020-06,DL2020-006,P3360-20,2020-08-04,Matane,F,0,158,50,4,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01541,271,DL2020-07,DL2020-007,P2216-20,10-08-2020,"Notre-Dame-des-Sept-Douleurs ",F,56,381,519,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel01542,271,DL2020-07,DL2020-007,P2216-20,10-08-2020,"Notre-Dame-des-Sept-Douleurs ",F,56,381,519,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel01557,272,DL2021-01,DL2021-001,,04-04-2021,Cavendish,M,0,251,0,2,Undetermined,Undetermined,0,0,0
Bel01558,272,DL2021-01,DL2021-001,,04-04-2021,Cavendish,M,0,251,0,2,Undetermined,Undetermined,0,0,0
Bel01559,273,DL2021-02,DL2021-002,P1768-21,19-06-2021,Sainte-Lavie,F,0,345,490,2.5,Trauma,"Antropogenic causes",0,0,0
Bel01560,273,DL2021-02,DL2021-002,P1768-21,19-06-2021,Sainte-Lavie,F,0,345,490,2.5,Trauma,"Antropogenic causes",0,0,0
Bel01561,274,DL2021-03,DL2021-003,P1805-21,21-06-2021,Notre-Dame-des-Sept-Douleurs,F,0,337,496,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01562,274,DL2021-03,DL2021-003,P1805-21,21-06-2021,Notre-Dame-des-Sept-Douleurs,F,0,337,496,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel01563,275,DL2021-04,DL2021-004,P1876-21,01-07-2021,Saint-Ulric,F,0,352,657,3,Undetermined,Undetermined,0,0,0
Bel01564,275,DL2021-04,DL2021-004,P1876-21,01-07-2021,Saint-Ulric,F,0,352,657,3,Undetermined,Undetermined,0,0,0
Bel01565,275,DL2021-04,DL2021-004,P1876-21,01-07-2021,Saint-Ulric,F,0,352,657,3,Undetermined,Undetermined,0,0,0
Bel01566,275,DL2021-04,DL2021-004,P1876-21,01-07-2021,Saint-Ulric,F,0,352,657,3,Undetermined,Undetermined,0,0,0
Bel01567,276,DL2021-05,DL2021-005,P3099-21,04-08-2021,"Le Bic",M,0,177,81,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01568,276,DL2021-05,DL2021-005,P3099-21,04-08-2021,"Le Bic",M,0,177,81,2,"Neonatal mortality","Neonatal mortality",0,0,0
